sample_id,category,variant,construction,ground_truth,system_status,system_detail,system_correct,failure_mode,sha256
ADV_TRACKER_FORGERY_volume_spoof_03,TRACKER_FORGERY,volume_spoof,property=D: + droid->file D: nyata; UI/field lain NOT_FOUND,tracker tak boleh VALID hanya dari cocok-drive,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,"false VALID (MOUNT_MATCH percaya drive saja, bukan identitas file)",6de81cdb7c2f8b36ab19642f4ecbfbe2123205ffd2d981131520faa7da11c5b4
ADV_TRACKER_FORGERY_volume_spoof_04,TRACKER_FORGERY,volume_spoof,property=D: + droid->file D: nyata; UI/field lain NOT_FOUND,tracker tak boleh VALID hanya dari cocok-drive,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,"false VALID (MOUNT_MATCH percaya drive saja, bukan identitas file)",92cf3845d9b861737f11ed08ea53ad99b35153f0e6dcf845e085161204727937
ADV_TRACKER_FORGERY_volume_spoof_05,TRACKER_FORGERY,volume_spoof,property=D: + droid->file D: nyata; UI/field lain NOT_FOUND,tracker tak boleh VALID hanya dari cocok-drive,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,"false VALID (MOUNT_MATCH percaya drive saja, bukan identitas file)",50b2bbb2eb7fa0bbffa21ac49d2b127e031f6fea0599c1ddbd0df7c09eb94e1a
ADV_TRACKER_FORGERY_volume_spoof_06,TRACKER_FORGERY,volume_spoof,property=D: + droid->file D: nyata; UI/field lain NOT_FOUND,tracker tak boleh VALID hanya dari cocok-drive,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,"false VALID (MOUNT_MATCH percaya drive saja, bukan identitas file)",245036d7f9e6bd31e5ff4538ff631d939094288f4b1c60c619a89c2288b3eb63
ADV_TRACKER_FORGERY_volume_spoof_07,TRACKER_FORGERY,volume_spoof,property=D: + droid->file D: nyata; UI/field lain NOT_FOUND,tracker tak boleh VALID hanya dari cocok-drive,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,"false VALID (MOUNT_MATCH percaya drive saja, bukan identitas file)",f8f696b94c8d665082e0c941a614f8c9d3b1e4850760b4a58a885d72f4275121
ADV_TRACKER_FORGERY_birth_ne_droid_00,TRACKER_FORGERY,birth_ne_droid,file_droid != birth_droid (dua file berbeda),informational (lihat mode tracker),UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",INFO,,6b68cf689cd238c2157f0fe2e67c77a59855b8ffb82ab3dbf2ae14555c2b5ba3
ADV_TRACKER_FORGERY_birth_ne_droid_01,TRACKER_FORGERY,birth_ne_droid,file_droid != birth_droid (dua file berbeda),informational (lihat mode tracker),UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",INFO,,2132142a2101f4e06d38d2ef916076dd9bd026d286fd2cb185a9810c4fe43e9e
ADV_TRACKER_FORGERY_birth_ne_droid_02,TRACKER_FORGERY,birth_ne_droid,file_droid != birth_droid (dua file berbeda),informational (lihat mode tracker),UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",INFO,,017c7f5bcfa3baf375eb5203709bb9c040f01cfd853bb1bc557343ec98bb2a70
ADV_TRACKER_FORGERY_birth_ne_droid_03,TRACKER_FORGERY,birth_ne_droid,file_droid != birth_droid (dua file berbeda),informational (lihat mode tracker),UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",INFO,,a555fe0af9a45fd1d6ee45466880c1dca13fb4619114e9f7b99b696d62256674
ADV_TRACKER_FORGERY_birth_ne_droid_04,TRACKER_FORGERY,birth_ne_droid,file_droid != birth_droid (dua file berbeda),informational (lihat mode tracker),UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",INFO,,93e167bc5c401b7fb9d5179493603012df491db1bb7a04233388c6ec56c212d8
ADV_TRACKER_FORGERY_birth_ne_droid_05,TRACKER_FORGERY,birth_ne_droid,file_droid != birth_droid (dua file berbeda),informational (lihat mode tracker),UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",INFO,,f05f62cc9b5450059e7e7f112b4530d2626d7ba3cb08f36202447979b1089efc
ADV_TRACKER_FORGERY_birth_ne_droid_06,TRACKER_FORGERY,birth_ne_droid,file_droid != birth_droid (dua file berbeda),informational (lihat mode tracker),UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",INFO,,706c834ab408039712d60c25f42d8c9cfda198bb72bb8c040773c76f95f9b48f
ADV_TRACKER_FORGERY_file_moved_same_volume_00,TRACKER_FORGERY,file_moved_same_volume,IDList=adv_mv_src_00.txt; file dipindah sebelum analisa; tracker=D: droid,tracker TIDAK boleh VALID hanya karena drive cocok saat target pindah,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,false VALID: MOUNT_MATCH mengindikasikan valid meski target path sudah berubah,f56bb71e3139a1f5b33774e69a1f78f8a5d40bdb22fc5c8b75fd204062f06a9d
ADV_TRACKER_FORGERY_file_moved_same_volume_01,TRACKER_FORGERY,file_moved_same_volume,IDList=adv_mv_src_01.txt; file dipindah sebelum analisa; tracker=D: droid,tracker TIDAK boleh VALID hanya karena drive cocok saat target pindah,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,false VALID: MOUNT_MATCH mengindikasikan valid meski target path sudah berubah,220ae36125f06aec906e19652c71aac3b8e4b7c7a9f992fb7bbcc9ec7f52715f
ADV_TRACKER_FORGERY_file_moved_same_volume_02,TRACKER_FORGERY,file_moved_same_volume,IDList=adv_mv_src_02.txt; file dipindah sebelum analisa; tracker=D: droid,tracker TIDAK boleh VALID hanya karena drive cocok saat target pindah,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,false VALID: MOUNT_MATCH mengindikasikan valid meski target path sudah berubah,cd864b9a0dc99334dd2fd866b732048dc6f5025b801ff83727746feac52d2663
ADV_TRACKER_FORGERY_file_moved_same_volume_03,TRACKER_FORGERY,file_moved_same_volume,IDList=adv_mv_src_03.txt; file dipindah sebelum analisa; tracker=D: droid,tracker TIDAK boleh VALID hanya karena drive cocok saat target pindah,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,false VALID: MOUNT_MATCH mengindikasikan valid meski target path sudah berubah,ffe1b6bb7e680eac1b8a1025779b32f43521b1fbd0f270ad8aac7e37ac3070af
ADV_TRACKER_FORGERY_file_moved_same_volume_04,TRACKER_FORGERY,file_moved_same_volume,IDList=adv_mv_src_04.txt; file dipindah sebelum analisa; tracker=D: droid,tracker TIDAK boleh VALID hanya karena drive cocok saat target pindah,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,false VALID: MOUNT_MATCH mengindikasikan valid meski target path sudah berubah,e89d19af056e929224fd118b4ced5c4c67b00a39dea1a50b21beead3c28e8d09
ADV_TRACKER_FORGERY_file_moved_same_volume_05,TRACKER_FORGERY,file_moved_same_volume,IDList=adv_mv_src_05.txt; file dipindah sebelum analisa; tracker=D: droid,tracker TIDAK boleh VALID hanya karena drive cocok saat target pindah,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,false VALID: MOUNT_MATCH mengindikasikan valid meski target path sudah berubah,d88f4914df49abef0595c9f29bebdd1f81c8e773430673d5122b9af93783d1ea
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_00,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=docx19.docx EXISTS, LinkInfo=cmdc.cmd EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,44aee600408dc49ff32fba0ad033805ba98bd9a9d6541fb326e017d35f4ce989
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_01,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=docx29.docx EXISTS, LinkInfo=cmdc2.cmd EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,8ef590bf182d0e8ff52e99970ac39165629a77e1e21a836956fbd4f9dd317a51
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_02,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=docx39.docx EXISTS, LinkInfo=exee.exe EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,03ccda30fd5e754c1d3ea07ed6967c50577eae8f67e1f3540523525c3b5cac7b
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_03,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=jpg16.jpg EXISTS, LinkInfo=exee2.exe EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,99cc77c4afdb7336e9936c9ffdeea029fcfc2ad1c88bafcb2a09b4adf9ac4752
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_04,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=jpg26.jpg EXISTS, LinkInfo=vbsv.vbs EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,6fab86ec36b054bd014c9bcca73cb402c7fc42c21cc92e35d58c9747f19c7ef4
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_05,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=jpg36.jpg EXISTS, LinkInfo=vbsv2.vbs EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,6380e176d1a9c74b837b73e15fc0ebbb5bf7291a5db02bca991d11a37d3b657e
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_06,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=jpgf.jpg EXISTS, LinkInfo=cmdc.cmd EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,909441b4e6e4eb797353446693e6bba1115a9e7be0f335d925f713cf03bb5464
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_07,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=mp313.mp3 EXISTS, LinkInfo=cmdc2.cmd EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,3af89a91cb06edf61ce8cabd233066c1eb14d9d286c80633a5c71d392a7238b2
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_08,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=mp323.mp3 EXISTS, LinkInfo=exee.exe EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,56d2d207f075aeb9c99019574528098b291742af56a4966d0c771b67a01d6571
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_09,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=mp333.mp3 EXISTS, LinkInfo=exee2.exe EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,10243895d041f9a5f2e3d09f93b1fb3ecfe16814573dff520549061a78c4f72e
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_10,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=mp415.mp4 EXISTS, LinkInfo=vbsv.vbs EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,baba538d03bb65209ca0882eb0696c42d7de27786a54ad71b23bc3145716d7d6
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_11,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=mp425.mp4 EXISTS, LinkInfo=vbsv2.vbs EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,bba890d620fdf41c4de2ce07ab0cef0cb663b86bb1d24fd074d645f201fd953e
ADV_PRIORITY_COLLISION_idlist_over_linkinfo_12,PRIORITY_COLLISION,idlist_over_linkinfo,"IDList=mp435.mp4 EXISTS, LinkInfo=cmdc.cmd EXISTS",exec=IDList + LinkInfo outlier tersurat,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkInfo'],TRUE,,c57e9dbfaa0ffd7245b58ff99a97c1098b4e679b5fc79a68c84f2d9d8eeaf709
ADV_PRIORITY_COLLISION_reversed_env_nf_00,PRIORITY_COLLISION,reversed_env_nf,ENV NOT_FOUND + IDList=docx19.docx + LinkInfo=cmdc.cmd,informational (amati exec & ui),CONFLICTING,"ui_status=CONFLICTING ui=EnvironmentVariableDataBlock exec=LinkInfo class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList', 'EnvironmentVariableDataBlock']",INFO,,90ad18078589eba14823d8ffadef47ae3e6c9f4f8a38f9f29936afa5287b7468
ADV_PRIORITY_COLLISION_reversed_env_nf_01,PRIORITY_COLLISION,reversed_env_nf,ENV NOT_FOUND + IDList=docx29.docx + LinkInfo=cmdc2.cmd,informational (amati exec & ui),CONFLICTING,"ui_status=CONFLICTING ui=EnvironmentVariableDataBlock exec=LinkInfo class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList', 'EnvironmentVariableDataBlock']",INFO,,1dae9187d21518b30ce5d7010efdaa4068c0108ff25fa65d2dbf7a9127de7f79
ADV_PRIORITY_COLLISION_reversed_env_nf_02,PRIORITY_COLLISION,reversed_env_nf,ENV NOT_FOUND + IDList=docx39.docx + LinkInfo=exee.exe,informational (amati exec & ui),CONFLICTING,"ui_status=CONFLICTING ui=EnvironmentVariableDataBlock exec=LinkInfo class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList', 'EnvironmentVariableDataBlock']",INFO,,374d65148dcc1ed3a148b4a5c2082b8fb6a4e352007ea3c115632ae0a65c0bb9
ADV_PRIORITY_COLLISION_reversed_env_nf_03,PRIORITY_COLLISION,reversed_env_nf,ENV NOT_FOUND + IDList=jpg16.jpg + LinkInfo=exee2.exe,informational (amati exec & ui),CONFLICTING,"ui_status=CONFLICTING ui=EnvironmentVariableDataBlock exec=LinkInfo class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList', 'EnvironmentVariableDataBlock']",INFO,,daa9c9b669a763e701019ac22d95c6261c4af22e732af0f0baa6f9e4ebd951d3
ADV_PRIORITY_COLLISION_reversed_env_nf_04,PRIORITY_COLLISION,reversed_env_nf,ENV NOT_FOUND + IDList=jpg26.jpg + LinkInfo=vbsv.vbs,informational (amati exec & ui),CONFLICTING,"ui_status=CONFLICTING ui=EnvironmentVariableDataBlock exec=LinkInfo class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList', 'EnvironmentVariableDataBlock']",INFO,,08e6c77fd4314ec02e66ba130000d0fa5725510a9ed6a334bf47acd499a721fc
ADV_PRIORITY_COLLISION_reversed_env_nf_05,PRIORITY_COLLISION,reversed_env_nf,ENV NOT_FOUND + IDList=jpg36.jpg + LinkInfo=vbsv2.vbs,informational (amati exec & ui),CONFLICTING,"ui_status=CONFLICTING ui=EnvironmentVariableDataBlock exec=LinkInfo class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList', 'EnvironmentVariableDataBlock']",INFO,,78b23078348ebd7bdc31c8285d202f4c5e58e778229100089ae4075cfb465570
ADV_PRIORITY_COLLISION_reversed_env_nf_06,PRIORITY_COLLISION,reversed_env_nf,ENV NOT_FOUND + IDList=jpgf.jpg + LinkInfo=cmdc.cmd,informational (amati exec & ui),CONFLICTING,"ui_status=CONFLICTING ui=EnvironmentVariableDataBlock exec=LinkInfo class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList', 'EnvironmentVariableDataBlock']",INFO,,632051182741a299ff3ce02b2a49cb4f3fedc8e69ac86c1e85b2ac1f8a01887c
ADV_PRIORITY_COLLISION_reversed_env_nf_07,PRIORITY_COLLISION,reversed_env_nf,ENV NOT_FOUND + IDList=mp313.mp3 + LinkInfo=cmdc2.cmd,informational (amati exec & ui),CONFLICTING,"ui_status=CONFLICTING ui=EnvironmentVariableDataBlock exec=LinkInfo class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList', 'EnvironmentVariableDataBlock']",INFO,,2af22bcde3789f257603d572ca62b7dd00e9fcf1eae951e094ef678172fae56c
ADV_EXT_CONFLICT_double_txt_exe_00,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_00.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,20fc6879fc32ef1a24d6b31153d01713786409b283dd9e217ddb692c87fc80c5
ADV_EXT_CONFLICT_double_txt_exe_01,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_01.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,f238e8a09304aeff3c9f6e7c4ac050d8e25e3afd32611842995a407b2838a893
ADV_EXT_CONFLICT_double_txt_exe_02,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_02.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,702abf00ca4792eb865666424d075419538df448f009d1d67c4c526c93fecb0d
ADV_EXT_CONFLICT_double_txt_exe_03,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_03.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,c97b6648cd93ee8105995c90c735dc3bee5ccc5490276cc865ab4fd9b5965c7b
ADV_EXT_CONFLICT_double_txt_exe_04,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_04.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,36b49679a1a9fa6cd221821acb79c79387dca476c69d0d4595f871cb83215838
ADV_EXT_CONFLICT_double_txt_exe_05,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_05.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,907402a5ef9aa988718857c83d36512f465303c0bab1d1f9bbb72b6557eb0621
ADV_EXT_CONFLICT_double_txt_exe_06,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_06.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,5feccef26162e7e6ecf01a3384115d5394e3e705094d2ce93ee890dc41ea1ef6
ADV_EXT_CONFLICT_double_txt_exe_07,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_07.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,4b1ebc2f7f76e7c2ff6090eb6259d468ae9da4407989b41ab686c3c4e0227f63
ADV_EXT_CONFLICT_double_txt_exe_08,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_08.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,d4c7d312db56edeb3677f3c318010c950e0fc1d07a1a5bef10c07c31bb34bc3b
ADV_EXT_CONFLICT_double_txt_exe_09,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_09.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,bfca6cbca56efb261124cc9ada2cc37d276345f95b3afeefa32071a26ec39226
ADV_EXT_CONFLICT_double_txt_exe_10,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_10.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,ea372b77b169e3f98e1fc66162b3a1f91a5cb5fb442b700b76dd1df9829886d2
ADV_EXT_CONFLICT_double_txt_exe_11,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_11.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,b94d8c47e7ead8f497aa20b4eaa2ae8e26bc6444241a4d93c9f9e3a7d76f99dc
ADV_EXT_CONFLICT_double_txt_exe_12,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_12.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,a12e828cd770028b5bb62128fe5465167b28f2aca7cd2b9b0a066431b8083dfd
ADV_EXT_CONFLICT_double_txt_exe_13,EXT_CONFLICT,double_txt_exe,target 'decoy_double_txt_exe_13.txt.exe' ext nyata .exe,target_type=.exe,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,cdcaa5fc9f65c2322913121690cc15b3c1087e364ec98b00dd631fb278b90499
ADV_EXT_CONFLICT_double_exe_txt_00,EXT_CONFLICT,double_exe_txt,target 'decoy_double_exe_txt_00.exe.txt' ext nyata .txt,target_type=.txt,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,f78f75f9b7b1afc69ca10bf85a534a98d262ece6caafbd7ea94530397a2ec164
ADV_EXT_CONFLICT_double_exe_txt_01,EXT_CONFLICT,double_exe_txt,target 'decoy_double_exe_txt_01.exe.txt' ext nyata .txt,target_type=.txt,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,f300b4668cbb4d53eb519c5abdc6d465a4d7747b09cd040e415f3f7a76e2c60b
ADV_EXT_CONFLICT_double_exe_txt_02,EXT_CONFLICT,double_exe_txt,target 'decoy_double_exe_txt_02.exe.txt' ext nyata .txt,target_type=.txt,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,e15f79207a66189685d4aa49ab8abc96ac5facb701e36842dbed01ff69b5fdea
ADV_EXT_CONFLICT_double_exe_txt_03,EXT_CONFLICT,double_exe_txt,target 'decoy_double_exe_txt_03.exe.txt' ext nyata .txt,target_type=.txt,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,f40f7fc8dea0d738ab17f6cf86891bf4b215a09c814982913e34b60fcbb1fc39
ADV_EXT_CONFLICT_double_exe_txt_04,EXT_CONFLICT,double_exe_txt,target 'decoy_double_exe_txt_04.exe.txt' ext nyata .txt,target_type=.txt,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,28c3f46d873a8a28acbe21baf25bf41a58c872ab0442690afb28a6a116282af9
